user_id,image_type,gender,age_group,customer_type,clicks,converted,time_on_page,purchase_value
124,studio,female,adult,new,0,0,50.61,0.0
125,studio,male,adult,returning,1,0,50.3,0.0
126,studio,female,young,returning,0,0,50.7,0.0
127,lifestyle,female,adult,returning,0,0,30.83,0.0
128,lifestyle,female,young,new,0,0,37.39,0.0
129,studio,female,young,returning,1,1,70.02,125.76
130,lifestyle,female,adult,new,1,0,71.47,0.0
131,studio,female,young,new,0,0,50.63,0.0
132,studio,male,young,new,0,0,29.81,0.0
133,studio,female,adult,returning,1,0,41.85,0.0
134,studio,male,young,new,0,0,34.1,0.0
135,lifestyle,male,young,returning,1,0,68.15,0.0
136,studio,male,young,new,0,0,35.51,0.0
137,lifestyle,male,young,returning,0,0,44.33,0.0
138,lifestyle,female,young,returning,0,0,53.06,0.0
139,studio,female,adult,returning,0,0,44.45,0.0
140,lifestyle,female,young,new,0,0,51.83,0.0
141,lifestyle,male,adult,returning,0,0,48.22,0.0
142,studio,male,young,returning,1,0,63.52,0.0
143,studio,female,adult,new,1,0,37.85,0.0
144,studio,male,adult,new,0,0,57.49,0.0
145,studio,female,adult,returning,0,0,45.6,0.0
146,studio,female,adult,new,0,0,33.4,0.0
147,lifestyle,female,senior,returning,0,0,58.1,0.0
148,lifestyle,female,young,new,0,0,38.53,0.0
149,studio,female,adult,new,1,0,54.75,0.0
150,studio,male,senior,new,0,0,45.92,0.0
151,lifestyle,female,young,new,0,0,50.62,0.0
152,studio,male,young,new,0,0,30.4,0.0
153,studio,male,young,returning,0,0,43.83,0.0
154,studio,male,adult,new,0,0,30.58,0.0
155,lifestyle,female,young,returning,1,0,64.31,0.0
156,studio,male,young,returning,0,0,34.82,0.0
157,lifestyle,male,adult,new,0,0,23.76,0.0
158,lifestyle,male,adult,new,0,0,34.63,0.0
159,studio,female,young,new,0,0,43.48,0.0
160,lifestyle,female,young,new,0,0,38.96,0.0
161,studio,female,adult,new,0,0,47.14,0.0
162,lifestyle,female,senior,new,1,0,49.87,0.0
163,lifestyle,male,adult,returning,0,0,48.96,0.0
164,lifestyle,male,adult,new,0,0,41.52,0.0
165,studio,female,adult,new,0,1,52.53,151.66
166,lifestyle,male,young,returning,1,1,65.22,106.13
167,studio,male,adult,returning,0,0,37.1,0.0
168,studio,male,adult,returning,0,0,24.91,0.0
169,studio,female,adult,returning,0,0,28.64,0.0
170,lifestyle,male,adult,new,0,1,60.59,91.71
171,lifestyle,female,senior,returning,0,0,43.34,0.0
172,studio,male,young,returning,1,0,60.28,0.0
173,lifestyle,female,young,new,0,0,16.1,0.0
174,studio,male,young,new,0,0,33.22,0.0
175,lifestyle,male,adult,new,0,0,38.37,0.0
176,studio,male,young,new,0,0,34.91,0.0
177,lifestyle,female,senior,new,0,0,41.56,0.0
178,studio,male,young,new,0,0,45.24,0.0
179,lifestyle,female,young,new,0,0,39.42,0.0
180,studio,female,young,new,0,0,36.33,0.0
181,studio,female,senior,new,0,0,48.92,0.0
182,studio,male,adult,returning,0,0,35.52,0.0
183,lifestyle,male,senior,new,0,0,34.31,0.0
184,lifestyle,male,senior,new,0,0,42.73,0.0
185,studio,female,adult,new,0,0,33.76,0.0
186,lifestyle,female,young,new,1,0,40.53,0.0
187,lifestyle,female,young,new,0,0,34.88,0.0
188,lifestyle,female,young,new,0,0,41.32,0.0
189,lifestyle,male,adult,returning,0,0,62.12,0.0
190,studio,male,young,new,0,0,38.71,0.0
191,studio,female,young,new,0,0,36.58,0.0
192,lifestyle,male,adult,new,0,0,58.91,0.0
193,lifestyle,male,adult,new,0,0,47.88,0.0
194,lifestyle,female,adult,returning,0,0,49.29,0.0
195,studio,male,adult,new,1,0,45.93,0.0
196,studio,female,adult,returning,0,0,22.35,0.0
197,lifestyle,female,adult,new,0,0,44.62,0.0
198,lifestyle,female,young,returning,0,0,60.22,0.0
199,lifestyle,male,adult,returning,0,0,57.13,0.0
200,lifestyle,male,senior,returning,0,0,53.58,0.0
201,lifestyle,female,young,returning,0,0,35.13,0.0
202,studio,male,adult,new,0,0,19.49,0.0
203,studio,male,adult,returning,1,0,41.78,0.0
204,lifestyle,male,young,new,0,0,44.18,0.0
205,lifestyle,male,senior,returning,0,0,42.29,0.0
206,studio,male,young,new,0,0,45.02,0.0
207,studio,female,adult,returning,0,0,20.11,0.0
208,lifestyle,male,adult,returning,0,0,40.71,0.0
209,studio,male,adult,new,1,0,42.33,0.0
210,studio,female,young,returning,0,0,44.91,0.0
211,lifestyle,female,young,returning,0,0,47.43,0.0
212,lifestyle,male,young,new,0,0,33.69,0.0
213,lifestyle,male,young,new,1,0,65.54,0.0
214,studio,female,young,new,0,0,18.77,0.0
215,lifestyle,female,adult,new,0,0,24.14,0.0
216,studio,female,adult,new,0,0,26.15,0.0
217,studio,female,adult,new,0,0,15.17,0.0
218,lifestyle,male,adult,new,0,0,40.87,0.0
219,lifestyle,female,adult,new,0,0,41.19,0.0
220,lifestyle,male,senior,new,0,0,42.94,0.0
221,lifestyle,female,young,returning,0,1,67.39,130.02
222,lifestyle,female,senior,new,0,0,39.77,0.0
223,studio,female,adult,returning,0,0,22.02,0.0
224,studio,male,adult,new,0,0,27.03,0.0
225,studio,male,adult,new,0,0,22.8,0.0
226,studio,female,adult,new,0,0,28.88,0.0
227,lifestyle,female,young,returning,0,0,47.96,0.0
228,studio,female,young,returning,0,0,17.44,0.0
229,lifestyle,male,adult,returning,0,0,38.6,0.0
230,lifestyle,male,senior,new,0,0,56.58,0.0
231,lifestyle,female,adult,returning,0,0,52.72,0.0
232,lifestyle,male,young,new,0,0,35.18,0.0
233,lifestyle,female,adult,returning,0,0,64.13,0.0
234,studio,male,adult,new,1,0,39.48,0.0
235,studio,female,young,new,1,0,47.72,0.0
236,lifestyle,female,young,new,0,0,30.3,0.0
237,studio,female,young,returning,0,0,39.33,0.0
238,studio,male,senior,new,0,0,68.01,0.0
239,lifestyle,female,adult,new,1,0,75.44,0.0
240,studio,male,young,new,0,0,43.46,0.0
241,lifestyle,female,young,returning,0,0,35.93,0.0
242,lifestyle,male,adult,new,0,0,40.32,0.0
243,lifestyle,male,senior,returning,0,0,58.16,0.0
244,studio,male,adult,returning,0,0,42.5,0.0
245,studio,male,adult,returning,0,0,35.83,0.0
246,lifestyle,female,young,returning,0,0,43.42,0.0
247,studio,male,adult,returning,0,0,45.56,0.0
248,lifestyle,female,young,new,0,0,55.03,0.0
249,lifestyle,female,adult,new,0,0,26.99,0.0
250,lifestyle,male,adult,new,0,0,44.27,0.0
251,studio,female,adult,new,0,0,40.78,0.0
252,studio,male,adult,new,0,0,29.68,0.0
253,lifestyle,male,adult,returning,0,0,54.79,0.0
254,studio,male,young,new,0,0,32.11,0.0
255,studio,female,adult,returning,0,0,48.07,0.0
256,lifestyle,male,adult,new,0,0,38.32,0.0
257,lifestyle,female,young,new,0,1,64.59,147.12
258,lifestyle,female,senior,new,0,0,49.37,0.0
259,lifestyle,female,adult,new,0,0,58.63,0.0
260,studio,male,adult,returning,0,0,42.41,0.0
261,lifestyle,female,adult,new,0,0,37.42,0.0
262,lifestyle,female,senior,new,0,0,44.28,0.0
263,studio,female,adult,returning,0,0,32.24,0.0
264,lifestyle,female,senior,new,0,0,47.18,0.0
265,lifestyle,female,young,new,0,0,32.55,0.0
266,lifestyle,male,young,new,0,0,41.19,0.0
267,lifestyle,male,adult,new,0,0,55.68,0.0
268,lifestyle,male,adult,new,0,0,55.24,0.0
269,studio,male,adult,returning,0,0,19.35,0.0
270,studio,male,young,new,0,0,17.77,0.0
271,lifestyle,male,adult,new,0,0,36.07,0.0
272,lifestyle,male,adult,new,0,0,24.21,0.0
273,lifestyle,female,adult,new,0,0,29.37,0.0
274,lifestyle,male,senior,returning,0,0,50.51,0.0
275,lifestyle,female,adult,new,0,1,61.62,138.27
276,lifestyle,female,young,returning,0,0,24.79,0.0
277,lifestyle,female,young,new,0,0,53.7,0.0
278,lifestyle,female,young,returning,0,0,37.78,0.0
279,lifestyle,male,adult,new,1,0,51.82,0.0
280,lifestyle,male,young,new,0,0,52.17,0.0
281,lifestyle,male,young,new,0,0,46.11,0.0
282,studio,male,senior,new,0,0,39.58,0.0
283,studio,female,adult,new,0,0,30.05,0.0
284,studio,female,young,new,0,0,40.7,0.0
285,lifestyle,male,young,returning,0,0,37.67,0.0
286,studio,male,senior,new,0,1,57.72,133.51
287,studio,male,senior,new,0,0,28.24,0.0
288,lifestyle,male,young,returning,0,0,53.43,0.0
289,studio,female,adult,new,0,0,50.53,0.0
290,lifestyle,male,adult,returning,1,0,59.12,0.0
291,studio,female,adult,new,0,0,30.14,0.0
292,studio,male,adult,new,0,0,44.35,0.0
293,lifestyle,male,adult,new,0,0,47.89,0.0
294,studio,female,senior,returning,0,0,35.56,0.0
295,studio,female,young,returning,0,0,46.51,0.0
296,lifestyle,female,young,returning,0,0,37.76,0.0
297,lifestyle,female,adult,new,0,0,29.14,0.0
298,studio,male,adult,returning,0,0,34.34,0.0
299,lifestyle,male,senior,new,0,0,57.84,0.0
300,studio,female,young,new,0,0,36.03,0.0
301,studio,female,adult,returning,0,0,23.27,0.0
302,lifestyle,female,young,new,0,0,37.97,0.0
303,lifestyle,male,adult,new,0,0,53.96,0.0
304,lifestyle,female,young,new,0,0,44.74,0.0
305,lifestyle,male,adult,returning,0,0,41.81,0.0
306,lifestyle,female,adult,new,1,0,55.7,0.0
307,lifestyle,female,adult,new,0,0,52.8,0.0
308,studio,male,young,returning,0,0,45.15,0.0
309,lifestyle,female,adult,new,1,0,42.99,0.0
310,studio,male,adult,new,1,0,59.4,0.0
311,studio,female,young,new,0,0,40.16,0.0
312,studio,male,young,returning,1,0,65.93,0.0
313,studio,female,young,new,0,0,34.31,0.0
314,lifestyle,male,senior,new,0,0,58.35,0.0
315,lifestyle,female,adult,new,0,0,46.69,0.0
316,lifestyle,female,young,new,0,1,50.86,140.3
317,studio,male,adult,new,0,0,45.21,0.0
318,studio,male,adult,new,0,0,43.09,0.0
319,studio,female,young,new,0,0,28.5,0.0
320,studio,male,senior,returning,0,0,42.9,0.0
321,lifestyle,female,adult,returning,0,0,63.08,0.0
322,lifestyle,male,adult,returning,0,0,37.17,0.0
323,lifestyle,female,adult,returning,1,0,64.26,0.0
324,studio,male,senior,new,0,0,29.05,0.0
325,lifestyle,male,young,new,0,0,36.3,0.0
326,lifestyle,male,young,returning,0,0,50.11,0.0
327,lifestyle,male,young,new,0,0,44.57,0.0
328,lifestyle,male,adult,returning,1,0,54.99,0.0
329,studio,female,adult,new,0,0,52.02,0.0
330,studio,female,adult,new,0,0,25.78,0.0
331,studio,female,young,new,0,0,33.54,0.0
332,lifestyle,female,adult,new,1,1,81.92,139.71
333,studio,male,adult,new,1,0,41.28,0.0
334,studio,female,adult,new,0,0,40.09,0.0
335,studio,male,adult,new,0,0,45.75,0.0
336,studio,female,young,new,0,0,33.85,0.0
337,lifestyle,male,adult,new,0,0,35.15,0.0
338,lifestyle,male,young,returning,0,0,38.88,0.0
339,studio,male,adult,new,0,0,8.22,0.0
340,studio,female,senior,new,0,1,70.06,69.39
341,studio,male,senior,new,1,0,57.65,0.0
342,studio,female,young,returning,0,0,33.24,0.0
343,studio,male,adult,new,1,0,33.33,0.0
344,studio,female,young,returning,0,0,46.09,0.0
345,studio,female,senior,new,0,0,35.62,0.0
346,lifestyle,male,adult,new,0,0,47.65,0.0
347,lifestyle,female,adult,new,1,0,56.89,0.0
348,studio,female,young,new,0,0,18.85,0.0
349,studio,female,senior,new,0,0,52.69,0.0
350,lifestyle,female,adult,returning,0,0,52.79,0.0
351,lifestyle,female,young,new,0,1,69.64,156.88
352,lifestyle,female,adult,returning,0,0,45.15,0.0
353,lifestyle,male,young,returning,0,0,30.03,0.0
354,studio,female,adult,returning,0,1,63.69,188.8
355,studio,male,senior,new,0,0,62.05,0.0
356,lifestyle,male,senior,returning,0,0,48.16,0.0
357,studio,female,adult,new,1,0,51.36,0.0
358,lifestyle,male,adult,new,0,0,30.98,0.0
359,lifestyle,male,adult,returning,1,0,36.3,0.0
360,lifestyle,female,young,new,0,0,38.41,0.0
361,studio,female,senior,returning,0,0,54.82,0.0
362,lifestyle,female,young,new,0,0,55.44,0.0
363,studio,female,young,new,0,0,34.35,0.0
364,lifestyle,female,senior,new,1,0,66.3,0.0
365,lifestyle,male,young,new,1,0,44.82,0.0
366,studio,male,adult,new,0,0,36.11,0.0
367,lifestyle,female,senior,new,0,0,41.76,0.0
368,lifestyle,male,adult,returning,0,0,42.55,0.0
369,studio,female,young,returning,0,0,32.25,0.0
370,studio,female,adult,returning,0,0,32.07,0.0
371,studio,male,young,returning,0,0,44.96,0.0
372,studio,female,adult,new,0,0,54.64,0.0
373,studio,female,adult,returning,0,0,33.31,0.0
374,lifestyle,male,adult,new,0,0,56.19,0.0
375,studio,female,adult,new,0,0,22.58,0.0
376,studio,female,adult,returning,0,0,34.08,0.0
377,lifestyle,male,adult,new,0,0,29.04,0.0
378,studio,female,senior,returning,0,0,36.88,0.0
379,lifestyle,female,young,new,0,0,49.16,0.0
380,studio,female,adult,new,0,0,46.19,0.0
381,studio,female,adult,new,0,0,27.21,0.0
382,lifestyle,female,young,new,0,0,46.58,0.0
383,lifestyle,male,young,returning,0,0,54.3,0.0
384,lifestyle,female,adult,returning,0,0,52.88,0.0
385,lifestyle,female,adult,new,0,0,44.59,0.0
386,lifestyle,male,young,new,0,0,36.11,0.0
387,studio,male,senior,new,0,0,33.11,0.0
388,studio,female,adult,returning,0,0,26.57,0.0
389,lifestyle,female,senior,new,0,0,46.68,0.0
390,lifestyle,female,young,returning,0,0,33.77,0.0
391,lifestyle,female,young,returning,0,0,48.78,0.0
392,studio,female,young,returning,0,0,37.28,0.0
393,studio,female,young,new,0,0,36.83,0.0
394,lifestyle,female,senior,returning,0,0,28.6,0.0
395,studio,male,young,new,0,0,35.28,0.0
396,lifestyle,female,adult,returning,0,0,37.41,0.0
397,lifestyle,female,young,returning,0,0,63.66,0.0
398,studio,female,adult,new,0,0,22.2,0.0
399,lifestyle,female,adult,new,0,0,39.95,0.0
400,lifestyle,female,adult,returning,0,0,45.83,0.0
401,studio,male,adult,returning,0,0,25.27,0.0
402,lifestyle,male,young,returning,0,0,61.28,0.0
403,lifestyle,male,senior,new,1,0,81.49,0.0
404,lifestyle,male,adult,new,0,0,33.42,0.0
405,studio,female,adult,returning,0,0,29.08,0.0
406,lifestyle,male,adult,new,0,0,63.47,0.0
407,studio,male,senior,new,0,0,53.95,0.0
408,studio,female,adult,new,1,0,46.31,0.0
409,lifestyle,female,adult,new,0,0,46.31,0.0
410,studio,male,adult,new,0,0,21.13,0.0
411,studio,female,young,new,0,0,56.97,0.0
412,lifestyle,female,adult,new,0,0,42.73,0.0
413,lifestyle,male,adult,returning,1,0,62.86,0.0
414,lifestyle,male,adult,returning,1,0,47.65,0.0
415,lifestyle,female,adult,new,0,0,30.64,0.0
416,studio,female,young,new,0,0,39.51,0.0
417,studio,female,adult,new,0,0,54.16,0.0
418,studio,male,senior,returning,0,0,34.6,0.0
419,lifestyle,male,senior,returning,0,0,37.21,0.0
420,lifestyle,female,young,returning,0,0,45.05,0.0
421,lifestyle,male,adult,returning,0,0,58.37,0.0
422,lifestyle,male,adult,new,0,0,35.61,0.0
423,studio,female,adult,new,0,0,32.5,0.0
424,studio,male,adult,new,0,0,43.37,0.0
425,studio,female,senior,returning,0,0,49.44,0.0
426,lifestyle,female,adult,new,0,0,39.16,0.0
427,studio,male,adult,returning,0,0,45.97,0.0
428,lifestyle,female,young,returning,0,0,47.29,0.0
429,studio,male,young,returning,0,0,35.16,0.0
430,studio,female,young,new,0,0,44.02,0.0
431,studio,male,senior,new,0,0,47.65,0.0
432,lifestyle,male,adult,returning,0,0,31.53,0.0
433,lifestyle,female,adult,new,0,1,76.84,126.14
434,studio,male,adult,new,0,0,38.45,0.0
435,studio,female,adult,returning,0,0,48.76,0.0
436,lifestyle,male,adult,returning,0,0,42.52,0.0
437,studio,male,young,new,0,0,37.48,0.0
438,lifestyle,female,adult,returning,0,0,45.99,0.0
439,lifestyle,male,young,new,1,1,82.47,104.02
440,studio,male,young,new,0,0,50.28,0.0
441,studio,female,young,new,0,0,39.66,0.0
442,lifestyle,female,young,returning,0,0,41.72,0.0
443,studio,female,young,new,0,0,45.1,0.0
444,studio,female,adult,new,0,0,39.3,0.0
445,lifestyle,male,young,new,0,0,71.56,0.0
446,lifestyle,female,adult,returning,0,0,44.91,0.0
447,lifestyle,male,young,returning,0,0,54.38,0.0
448,lifestyle,female,young,new,0,0,50.82,0.0
449,studio,male,adult,new,1,0,29.5,0.0
450,studio,female,senior,new,0,0,32.63,0.0
451,lifestyle,female,senior,new,0,0,42.61,0.0
452,lifestyle,female,senior,returning,1,0,47.0,0.0
453,studio,female,adult,new,0,0,31.05,0.0
454,lifestyle,female,adult,returning,0,0,28.29,0.0
455,studio,female,adult,new,0,0,23.91,0.0
456,studio,male,adult,new,0,0,37.42,0.0
457,studio,male,young,new,0,0,54.19,0.0
458,studio,male,adult,new,0,0,21.38,0.0
459,studio,male,adult,returning,0,0,22.85,0.0
460,studio,female,adult,returning,0,0,29.67,0.0
461,studio,female,adult,new,0,0,33.53,0.0
462,lifestyle,female,young,new,0,0,26.58,0.0
463,lifestyle,female,adult,new,0,0,35.01,0.0
464,lifestyle,female,young,new,0,0,34.09,0.0
465,lifestyle,male,senior,returning,1,0,65.18,0.0
466,studio,male,young,returning,0,0,39.26,0.0
467,studio,male,young,new,0,0,33.47,0.0
468,lifestyle,male,senior,new,0,0,43.22,0.0
469,studio,female,adult,new,0,1,47.9,96.28
470,lifestyle,female,young,returning,1,0,57.52,0.0
471,studio,female,adult,new,0,0,25.24,0.0
472,lifestyle,female,young,new,1,0,72.47,0.0
473,studio,female,young,new,0,0,20.02,0.0
474,lifestyle,male,young,new,0,0,35.44,0.0
475,lifestyle,female,adult,new,0,0,50.68,0.0
476,lifestyle,male,adult,returning,0,0,38.01,0.0
477,studio,male,adult,returning,0,0,41.72,0.0
478,lifestyle,male,adult,new,1,0,74.17,0.0
479,lifestyle,female,young,new,0,0,50.33,0.0
480,lifestyle,male,young,returning,0,0,29.98,0.0
481,lifestyle,male,adult,returning,0,0,30.46,0.0
482,lifestyle,female,young,new,0,0,40.13,0.0
483,studio,female,senior,returning,0,0,44.43,0.0
484,lifestyle,male,adult,returning,1,0,69.06,0.0
485,lifestyle,male,adult,new,1,1,69.15,103.0
486,lifestyle,female,young,new,0,0,37.15,0.0
487,studio,male,young,returning,0,0,32.49,0.0
488,studio,female,adult,returning,0,0,32.29,0.0
489,lifestyle,female,adult,new,0,0,56.96,0.0
490,lifestyle,male,young,new,0,0,40.96,0.0
491,studio,male,senior,new,0,0,41.53,0.0
492,lifestyle,male,young,returning,1,0,66.11,0.0
493,studio,male,young,new,0,0,50.91,0.0
494,studio,male,adult,new,0,0,34.65,0.0
495,studio,female,adult,returning,0,0,47.59,0.0
496,studio,male,senior,new,1,0,73.28,0.0
497,lifestyle,female,adult,returning,0,0,40.9,0.0
498,studio,female,young,new,1,0,44.36,0.0
499,lifestyle,male,adult,new,0,0,63.87,0.0
500,lifestyle,male,young,new,0,0,53.21,0.0
501,lifestyle,male,adult,returning,1,1,77.12,135.1
502,lifestyle,male,adult,returning,0,1,68.5,141.09
503,studio,female,young,new,0,0,24.55,0.0
504,lifestyle,male,adult,returning,0,0,53.09,0.0
505,lifestyle,female,adult,returning,0,0,24.0,0.0
506,studio,male,adult,new,0,0,45.71,0.0
507,lifestyle,male,adult,new,0,0,34.78,0.0
508,lifestyle,female,young,new,0,0,25.46,0.0
509,lifestyle,female,young,new,1,0,36.99,0.0
510,lifestyle,male,young,new,0,0,37.24,0.0
511,lifestyle,male,young,new,0,0,49.11,0.0
512,studio,female,adult,new,0,0,21.1,0.0
513,lifestyle,male,senior,new,0,0,34.64,0.0
514,lifestyle,male,adult,new,0,0,37.06,0.0
515,studio,female,adult,new,0,0,43.08,0.0
516,studio,female,adult,new,0,0,44.33,0.0
517,studio,female,young,new,1,0,51.4,0.0
518,lifestyle,female,senior,returning,0,0,56.83,0.0
519,lifestyle,female,senior,new,0,0,53.88,0.0
520,studio,female,adult,new,0,0,30.83,0.0
521,lifestyle,female,young,new,0,0,51.1,0.0
522,studio,female,adult,new,0,0,22.16,0.0
523,lifestyle,female,young,returning,0,0,46.86,0.0
524,lifestyle,male,adult,new,0,0,30.34,0.0
525,lifestyle,male,adult,new,0,0,43.43,0.0
526,studio,female,young,new,1,0,62.19,0.0
527,studio,female,senior,new,0,0,42.13,0.0
528,studio,male,senior,new,0,0,39.87,0.0
529,studio,female,senior,new,0,0,42.26,0.0
530,lifestyle,male,adult,new,0,0,48.63,0.0
531,lifestyle,female,young,returning,0,0,63.34,0.0
532,lifestyle,female,adult,new,0,0,48.52,0.0
533,lifestyle,female,adult,new,0,0,36.97,0.0
534,lifestyle,male,young,new,0,0,39.91,0.0
535,lifestyle,female,adult,returning,0,0,32.99,0.0
536,lifestyle,male,adult,new,0,0,29.61,0.0
537,lifestyle,male,young,new,0,0,17.68,0.0
538,studio,male,young,new,0,0,30.38,0.0
539,studio,female,young,new,0,0,20.96,0.0
540,studio,male,adult,new,0,0,35.97,0.0
541,lifestyle,male,adult,returning,0,0,36.91,0.0
542,lifestyle,female,young,new,0,0,31.14,0.0
543,studio,female,senior,returning,0,1,38.96,164.4
544,lifestyle,female,young,new,0,0,38.51,0.0
